Para analizar los resultados podés bajar el .csv (Archivo > Descargar como),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Recordá calificar a la empresa donde estás trabajando en www.openqube.io,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Usá el código ENCUESTA en la tienda de sysarmy y llevate un 10% de descuento!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,Esta obra está bajo una Licencia Creative Commons Atribución-NoComercial-CompartirIgual 4.0 Internacional.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dónde estás trabajando;Tipo de contrato;Salario mensual o retiro BRUTO (en tu moneda local);Salario mensual o retiro NETO (en tu moneda local);Pagos en dólares;¿Cuál fue el último valor de dólar que tomaron?;¿Qué tan conforme estás con tu sueldo?;Cómo creés que está tu sueldo con respecto al último semestre;Recibís algún tipo de bono;A qué está atado el bono;¿Tuviste ajustes por inflación durante 2021?;¿De qué % fue el ajuste total?;¿En qué mes fue el último ajuste?;Trabajo de;Años de experiencia;Años en la empresa actual;Años en el puesto actual;¿Gente a cargo?;Plataformas;Lenguajes de programación o tecnologías.;Frameworks, herramientas y librerías;Bases de datos;QA / Testing;IDEs;Cantidad de personas en tu organización;Trabajo para una empresa que no tiene oficina en mi ciudad;Actividad principal;¿La recomendás como un buen lugar para trabajar?;¿Cómo calificás las políticas de diversidad e inclusión?;Beneficios extra;Nivel de estudios alcanzado;Estado;Carrera;Universidad;Realizaste cursos de especialización;¿Contribuís a proyectos open source?;¿Programás como hobbie?;¿Tenés guardias?;Cuánto cobrás por guardia;¿Porcentaje, bruto o neto?;¿Sufriste o presenciaste situaciones de violencia laboral?;¿Tenés algún tipo de discapacidad?;¿Sentís que esto te dificultó el conseguir trabajo?;¿Cómo venís llevando la pandemia?;¿Tenés hijos/as menores de edad?;¿Con cuántas personas estás conviviendo?;¿Con quiénes convivís?;¿Tenés un espacio dedicado para el trabajo?;¿Tenés que compartir tu equipo de trabajo con alguien?;¿Qué tipo de cuarentena hiciste / estás haciendo?;¿Cambió tu situación laboral a raíz de la pandemia?;¿Qué tanto sentís que te está apoyando tu empresa/organización en esta situación?;¿Cómo se vio afectada tu empresa/organización?;¿Instauraron algún beneficio nuevo?;Tengo;Me identifico
GBA;Full-Time;167000;120000;;;3;3;Menos de un sueldo;Performance grupal;Tres;20;7;SysAdmin / DevOps / SRE;12;15;10;1;Docker| Linux;Bash/Shell| PHP| SQL;Symfony| WordPress;Microsoft SQL Server| MySQL| PostgreSQL;Ninguna de las anteriores;Vim;501-1000;;Otras industrias;8;8;Abono de celular| Descuento en gimnasios / Clases de gimnasia online| Comidas pagas / subvencionadas| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;39;Varón Cis
GBA;Full-Time;130000;115000;;;3;3;No;No recibo bono;Dos;39;7;Developer;1;1;1;0;Solaris| Windows Server;Java;Spring;Sybase;JUnit| SoapUI;Eclipse| IntelliJ;5001-10000;;Otras industrias;8;9;Capacitaciones y/o cursos| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;23;Varón Cis
GBA;Full-Time;130000;91000;;;2;1;No;No recibo bono;Uno;15;2;Manager / Director;5;6;1;5;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;201-500;Trabajo para una empresa que no tiene oficina en mi ciudad;Otras industrias;10;10;Abono de celular| Horarios flexibles| Lactario en la oficina| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;Universitario;En curso;Licenciatura en Administración;UADE - Universidad Argentina De la Empresa;Sí| de forma particular;No;No;No;0;Bruto;Jamás;;;4;0;1;Familia de origen (madre/padre/hermanos/as);Sí;No;4;Cambié de trabajo| pero no por la pandemia;10;Cerró oficinas| Bajaron los sueldos o pagan parte| Frenaron las contrataciones;Ninguna de las anteriores;26;Varón Cis
GBA;Full-Time;120000;150000;;;4;3;Un sueldo;Performance individual;Uno;10;4;QA / Tester;7;1;2;0;Windows Server;Python| SQL;Ninguno de los anteriores;MariaDB| MySQL;Katalon| Selenium| Test Project;PyCharm| Visual Studio Code;5001-10000;;Producto basado en Software;10;8;Capacitaciones y/o cursos| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Horarios flexibles| Lactario en la oficina| Refrigerios. Medio dia de cumpleaños. Regalos para fechas especiales.;Universitario;En curso;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional;Sí| los pagó un empleador;No;No;No;0;Bruto;;;;;;;;;;;;;;;33;Mujer Cis
GBA;Full-Time;142000;97000;;;3;2;No;No recibo bono;Dos;18;6;BI Analyst / Data Analyst;4;7;3;0;Ninguna de las anteriores;Python;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores;Visual Studio Code;1001-2000;;Otras industrias;7;8;Horarios flexibles;Universitario;En curso;Licenciatura en Sistemas de Información;UCAECE - Centro de Altos Estudios en Ciencias Exactas;Sí| de forma particular;No;Sí;No;0;Bruto;En un trabajo anterior;;;3;1;2;Pareja| Hijos/as (tiempo completo);Sí;No;1;No;7;Se vio beneficiada;Ninguna de las anteriores;29;Varón Cis
GBA;Full-Time;240000;170000;Cobro en dólares;;3;3;De uno a tres sueldos;Performance grupal;Uno;30;8;SysAdmin / DevOps / SRE;14;1;4;0;Amazon Web Services;Python;Ninguno de los anteriores;Amazon DynamoDB| Amazon Redshift| Amazon RDS/Aurora| MongoDB;Ninguna de las anteriores;Atom| Visual Studio Code;1001-2000;;Producto basado en Software;10;10;Abono de Internet| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;32;Varón Cis
GBA;Full-Time;85000;;;;3;4;No;No recibo bono;Dos;40;7;SysAdmin / DevOps / SRE;0;0;0;0;Amazon Web Services| Docker| Kubernetes| Linux;Go| Python;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Visual Studio Code;Nov-50;;Servicios / Consultoría de Software / Digital;10;10;Capacitaciones y/o cursos| Clases de idiomas;;;;;;;;;;;;;;;;;;;;;;;;;25;Varón Cis
GBA;Full-Time;172554.71;124142.42;;;2;2;3+ sueldos;Performance individual;Más de tres;29.5;7;Developer;8;8;8;0;Docker| Kubernetes| OpenShift;C#| Java| Javascript;.NET Core| Angular| Bootstrap| Hibernate| Spring;Microsoft SQL Server| MongoDB| MySQL| Oracle| Redis;JUnit| NUnit;Eclipse| Notepad++| Visual Studio| Visual Studio Code;201-500;;Otras industrias;7;0;Abono de Internet| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas;Universitario;Completado;Licenciatura en Ciencias de la Computación;UNS - Universidad Nacional del Sur;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Bruto;Jamás;;;4;0;1;Pareja;Sí;Sí;4;No;8;No la afectó;Pago de abono de Internet;42;Mujer Cis
GBA;Full-Time;220000;156000;;;3;3;Un sueldo;Performance individual;No;0;0;Developer;4;0;1;0;Kubernetes| OpenShift;Javascript;Bootstrap| Node.js| React.js;Oracle;Jest;Visual Studio Code;51-100;;Servicios / Consultoría de Software / Digital;7;7;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Horarios flexibles| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Incompleto;Ingeniería en Informática;UNLaM - Universidad Nacional de La Matanza;Sí| de forma particular;No;Sí;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;No;4;0;1;Pareja;No;No;4;Cambié de trabajo| pero no por la pandemia;7;No la afectó;Ninguna de las anteriores;36;Varón Cis
GBA;Tercerizado (trabajo a través de consultora o agencia);160000;125000;;;3;3;No;No recibo bono;Uno;23;3;Business Analyst;7;2;2;0;Windows Server;.NET| Javascript;Bootstrap| Vue.js;Microsoft SQL Server| Oracle;Katalon| TFS;Visual Studio;51-100;;Servicios / Consultoría de Software / Digital;7;8;Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Licenciatura en Administración;UTN - Universidad Tecnológica Nacional;Sí| de forma particular| Sí| los pagó un empleador;No;No;Sí| pasiva;2;Porcentaje de mi sueldo;;;;;;;;;;;;;;;36;Varón Cis
GBA;Full-Time;180000;142000;Cobro parte de mi sueldo en otro país;92;3;4;No;No recibo bono;Dos;25;7;Developer;10;0;7;0;Azure| Windows Server;.NET| C#| CSS| HTML| Javascript| SQL;Bootstrap| jQuery| Node.js| React.js;Microsoft SQL Server;Postman;Visual Studio;10001+;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Cuota para universidad / posgrados| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;Completado;Licenciatura en Informática;UP - Universidad de Palermo;Sí| de forma particular;No;No;;;;;;;;;;;;;;;;;;31;Varón Cis
GBA;Full-Time;0;60000;;;2;2;No;No recibo bono;Uno;25;6;Administrativa ;9;1;1;0;Windows Server;Ninguno de los anteriores;WordPress;Ninguna de las anteriores;O;Ninguno de los anteriores;201-500;;Otras industrias;8;9;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;30;Mujer Cis
GBA;Full-Time;153000;133000;;;3;4;Menos de un sueldo;Performance individual;Dos;26;6;Developer;2;0;2;0;Amazon Web Services| Docker| Kubernetes;Java| Javascript| Scala| TypeScript;Node.js| React.js| Play Framework;Amazon RDS/Aurora| ElasticSearch| MySQL;Cucumber| Cypress| Jest| JUnit| Scalatest;IntelliJ| Sublime Text| Visual Studio Code;201-500;;Producto basado en Software;8;7;Abono de Internet| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Licenciatura en Ciencias de la Computación;UBA - Universidad de Buenos Aires;No;No;No;No;0;Bruto;Jamás;;;3;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;4;Cambié de trabajo| pero no por la pandemia;10;No la afectó;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;28;Varón Cis
GBA;Full-Time;85000;70000;;;3;3;No;No recibo bono;Uno;20;3;Developer;1;1;1;0;Docker| Firebase| Linux| Microcontroladores;Python| SQL;FastAPI;PostgreSQL;Postman| Pytest;Visual Studio Code;Nov-50;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;10;10;Capacitaciones y/o cursos| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;25;Varón Cis
GBA;Full-Time;300000;220000;Cobro parte de mi sueldo en otro país, Mi sueldo está dolarizado (pero cobro en moneda local);101;3;4;3+ sueldos;Mix de las anteriores;Uno;5;7;Project Manager;14;2;2;3;Ninguna de las anteriores;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;10001+;;Servicios / Consultoría de Software / Digital;8;8;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Horarios flexibles| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Licenciatura en Análisis de Sistemas;Universidad Siglo 21;Sí| de forma particular| Sí| los pagó un empleador;No;Sí;;;;;;;;;;;;;;;;;;37;Varón Cis
GBA;Full-Time;215000;153500;;;3;2;De uno a tres sueldos;Performance individual;Dos;12;7;SysAdmin / DevOps / SRE;12;4;2;3;VMWare| Windows Server;.NET| SQL| VBA;Ninguno de los anteriores;MariaDB| Microsoft SQL Server| MySQL| PostgreSQL;Ninguna de las anteriores;Notepad++| Visual Studio;101-200;;Otras industrias;6;4;Abono de celular| Abono de Internet;;;;;;;;;;;;;;;;;;;;;;;;;31;Varón Cis
GBA;Full-Time;290000;190000;;;3;2;No;No recibo bono;Uno;8;7;Developer;10;1;1;0;Amazon Web Services| Docker| Linux;Bash/Shell| Python;Django;PostgreSQL;Appium| Cypress;Vim;Nov-50;;Servicios / Consultoría de Software / Digital;6;1;Horarios flexibles;Universitario;Incompleto;Ingeniería en Software;UBA - Universidad de Buenos Aires;Sí| de forma particular;No;Sí;No;0;Neto;En un trabajo anterior;Motriz;Sí;3;0;1;Pareja;Sí;No;4;No;3;No la afectó;Ninguna de las anteriores;43;Varón Cis
GBA;Full-Time;102000;85000;;;2;2;De uno a tres sueldos;Performance individual;Dos;20;7;Consultant;1;1;1;0;SAP;ABAP;SAP;HANA;Ninguna de las anteriores;Eclipse| Notepad++| Visual Studio Code;501-1000;;Servicios / Consultoría de Software / Digital;10;10;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Estacionamiento gratuito / subvencionado;;;;;;;;;;;;;;;;;;;;;;;;;30;Varón Cis
GBA;Full-Time;230000;180000;;;2;1;Menos de un sueldo;Votado por decisión colectiva.;Uno;15;3;Change Manager;30;7;3;0;IBM MAXIMO;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Servicios / Consultoría de Software / Digital;8;10;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Estacionamiento gratuito / subvencionado| Horarios flexibles| Licencia de paternidad / maternidad extendida| Viáticos;Universitario;Completado;Ingeniería en Telecomunicaciones;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;No;Sí| pasiva;10000;Neto;En un trabajo anterior;;;;;;;;;;;;;;47;Prefiero no decir
GBA;Full-Time;300000;200000;Cobro en dólares;130;4;3;No;No recibo bono;Dos;30;5;Developer;4;0;0;0;Serverless;Javascript| TypeScript;Node.js;MongoDB| PostgreSQL;Jest;Visual Studio Code;501-1000;;Otras industrias;9;9;Stock options / RSUs;Universitario;En curso;Ingeniería en Informática;UBA - Universidad de Buenos Aires;No;No;No;No;0;Porcentaje de mi sueldo;;;;;;;;;;;;;;;29;Varón Cis
GBA;Full-Time;164728;138225;;;3;4;No;No recibo bono;Uno;6;7;Developer;6;0;0;0;Amazon Web Services| Docker| Linux;Javascript| PHP| SQL;Ninguno de los anteriores;MariaDB| MySQL;Ninguna de las anteriores| JSON Schema;Visual Studio Code;51-100;;Producto basado en Software;9;10;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles;;;;;;;;;;;;;;;;;;;;;;;;;26;Varón Cis
GBA;Remoto (empresa de otro país);425000;300000;Cobro en dólares, Cobro parte de mi sueldo en otro país;94;3;4;No;No recibo bono;No;0;0;Developer;6;0;0;0;Amazon Web Services| Azure;Javascript| TypeScript;Vue.js;Desconozco ;Jest;Vim;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;8;8;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;28;Varón Cis
GBA;Remoto (empresa de otro país);750000;750000;Cobro en dólares;178;4;4;No;No recibo bono;No;0;0;Developer;10;1;1;0;Azure| Docker| Kubernetes| Linux| VMWare;.NET| Bash/Shell| C#| CSS| HTML| Java| Javascript| SQL| TypeScript;.NET Core| Node.js| React.js| Vue.js;Microsoft SQL Server| MongoDB;Jest| JUnit| Mocha| NUnit| Postman;Visual Studio| Visual Studio Code;501-1000;Trabajo para una empresa que no tiene oficina en mi ciudad;Producto basado en Software;10;10;Ninguna de las anteriores;Universitario;Incompleto;Ingeniería en Sistemas de Información;UM - Universidad de Morón;Sí| de forma particular;No;Sí;No;0;Neto;Jamás;;;4;0;1;Pareja;Sí;No;3;No;10;No la afectó;Ninguna de las anteriores;33;Varón Cis
GBA;Full-Time;300000;200000;Cobro en dólares;;2;3;No;No recibo bono;Más de tres;50;6;QA / Tester;0;7;0;1;Linux;Bash/Shell| CSS| HTML| Javascript| PHP| SQL;Ninguno de los anteriores;MySQL;Selenium;PHPStorm| Vim;1001-2000;;Producto basado en Software;7;7;Abono de celular| Abono de Internet| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;35;Mujer
GBA;Full-Time;98000;86000;;;2;1;Menos de un sueldo;Mix de las anteriores;Dos;30;7;Soporte Tecnico de Infraestructura;8;5;5;0;Linux| Windows Server;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;1001-2000;;Producto basado en Software;8;10;Abono de celular| Horarios flexibles;Terciario;Completado;Tecnicatura en Informática;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;No;No;0;Neto;Jamás;;;;;;;;;;;;;;31;Varón Cis
GBA;Full-Time;130000;105000;;;2;2;No;No recibo bono;Uno;25;1;Consultant;17;10;6;3;Amazon Web Services| Docker| Kubernetes| Linux| Serverless| VMWare| Windows Server;Bash/Shell| HTML;Node.js| React.js;MariaDB| Microsoft SQL Server| MongoDB| MySQL| Oracle;Ninguna de las anteriores;Visual Studio Code;Nov-50;;Servicios / Consultoría de Software / Digital;9;10;Abono de celular| Capacitaciones y/o cursos| Clases de idiomas| Licencia de paternidad / maternidad extendida;Secundario;Completado;Tecnicatura en Informática;;Sí| de forma particular| Sí| los pagó un empleador;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;2;3;Pareja| Hijos/as (tiempo completo);Sí;No;4;No;7;No la afectó| Se vio beneficiada;Ninguna de las anteriores;36;Varón Cis
GBA;Full-Time;110000;98000;;;3;4;No;No recibo bono;Tres;40;7;SysAdmin / DevOps / SRE;20;16;13;2;Amazon Web Services| Linux| Windows Server;Bash/Shell| SQL;Ninguno de los anteriores;MariaDB| Microsoft SQL Server| MySQL;Ninguna de las anteriores;Nano| Notepad++| Vi| Vim;501-1000;;Otras industrias;3;0;Abono de celular| Comidas pagas / subvencionadas;Universitario;Completado;Tecnicatura en Programación;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;Sí;No;0;Neto;En mi trabajo actual;;;4;0;0;Vivo solo/a;Sí;No;1;No;6;Despidió a algunas personas| No la afectó;Ninguna de las anteriores;46;Varón Cis
GBA;Full-Time;528441;;;;3;3;Un sueldo;Performance individual;Dos;14;8;Developer;2;0;0;0;Ninguna de las anteriores;Bash/Shell| CSS| HTML| Javascript| PHP| SQL;React.js;PostgreSQL| GraphQL;PHPUnit| Postman| Visual Studio Coded UI;Visual Studio;10001+;;Producto basado en Software;10;10;Abono de celular| Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles| Licencia de paternidad / maternidad extendida| Stock options / RSUs| Vacaciones flexibles (adicionales a las reglamentarias)| Viáticos;Universitario;Completado;Ingeniería en Informática;ITBA - Instituto Tecnológico de Buenos Aires;No;No;No;Sí| pasiva;0;Porcentaje de mi sueldo;Jamás;;;3;0;1;Pareja;Sí;No;3;Cambié de trabajo| pero no por la pandemia;9;Se vio beneficiada;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Días libres extras| Pago de abono de Internet;24;Mujer Cis
GBA;Full-Time;109000;90100;;-;4;3;Un sueldo;Performance grupal;Uno;45;5;ADMINISTRATIVO DE DEPOSITO;6;6;6;0;SAP| WMS;Ninguno de los anteriores;Ninguno de los anteriores;Microsoft SQL Server;Ninguna de las anteriores;Ninguno de los anteriores;5001-10000;;Otras industrias;10;10;Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Comidas pagas / subvencionadas| Cuota para universidad / posgrados| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Estacionamiento gratuito / subvencionado| Licencia de paternidad / maternidad extendida| Vacaciones flexibles (adicionales a las reglamentarias);Universitario;En curso;Logistica;UNLA - Universidad Nacional de Lanús;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;Jamás;;;3;1;0;Vivo solo/a;Sí;No;3;No;7;Frenaron las contrataciones| No la afectó;Clases de gimnasia| Clases de meditación| Clases de yoga| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Días libres extras;34;Prefiero no decir
GBA;Full-Time;370000;220000;;;3;2;No;No recibo bono;Uno;20;5;SysAdmin / DevOps / SRE;22;16;3;0;Docker| Kubernetes| Linux| OpenShift;Bash/Shell| Javascript| Ruby;Rails| React.js;PostgreSQL;Cypress| Jest| Postman| RSpec;Visual Studio Code;10001+;;Otras industrias;6;9;Abono de Internet| Capacitaciones y/o cursos| Stock options / RSUs| Sueldo divido en dos pagos por mes;Universitario;Completado;Ingeniería en Sistemas de Información;UTN - Universidad Tecnológica Nacional;Sí| los pagó un empleador;Sí;Sí;Sí| pasiva;11;Porcentaje de mi sueldo;Jamás;;;;;;;;;;;;;;42;Varón Cis
GBA;Full-Time;101290.25;84071;;;3;3;No;No recibo bono;Más de tres;12;6;Developer;2;2;2;0;Ninguna de las anteriores;CSS| HTML| Javascript| PHP| SQL;Bootstrap| jQuery| Symfony| Vue.js;MySQL;Ninguna de las anteriores;Visual Studio Code;51-100;;Servicios / Consultoría de Software / Digital;7;7;Ninguna de las anteriores;;;;;;;;;;;;;;;;;;;;;;;;;27;Mujer Cis
GBA;Full-Time;110000;93000;;;3;3;No;No recibo bono;No;0;0;Project Manager;0;0;0;10;Amazon Web Services| Azure;Ninguno de los anteriores;Ninguno de los anteriores;Ninguna de las anteriores;Ninguna de las anteriores;Ninguno de los anteriores;101-200;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;8;5;Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;40;Mujer Cis
GBA;Full-Time;140000;119700;;;3;3;No;No recibo bono;No;0;0;Data Engineer;4;0;0;0;Docker| Google Cloud Platform/App Engine| Linux| Mainframe| VMWare;Bash/Shell| Python| SQL;Hadoop;Apache Hive| Google Cloud Storage| Microsoft SQL Server| MySQL| Teradata;Postman;Atom| IntelliJ| Visual Studio;201-500;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Capacitaciones y/o cursos| Descuento en gimnasios / Clases de gimnasia online| Clases de idiomas| Descuentos varios (Mercado Pago| Clarín 365| Club La Nación| etc)| Licencia de paternidad / maternidad extendida;;;;;;;;;;;;;;;;;;;;;;;;;35;Varón Cis
GBA;Full-Time;180000;150000;Mi sueldo está dolarizado (pero cobro en moneda local);180;3;3;No;No recibo bono;No;0;0;QA / Tester;10;0;0;0;Azure;Swagger;Ninguno de los anteriores;Microsoft SQL Server;Postman;Notepad++| Visual Studio Code;501-1000;Trabajo para una empresa que no tiene oficina en mi ciudad;Servicios / Consultoría de Software / Digital;9;9;Abono de Internet| Capacitaciones y/o cursos| Clases de idiomas| Horarios flexibles| Vacaciones flexibles (adicionales a las reglamentarias);Terciario;Completado;Tecnicatura Superior en Sistemas Informáticos;UTN - Universidad Tecnológica Nacional;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;Sensorial/Sensitiva;No;3;0;2;Familia de origen (madre/padre/hermanos/as);Sí;No;4;Cambié de trabajo| pero no por la pandemia;10;Empezaron a implementar contratos remotos;Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;32;Varón Cis
GBA;Part-Time;60000;49850;;;3;3;Menos de un sueldo;Performance grupal;No;0;0;Developer;0;0;0;0;Linux;CSS| HTML| Javascript| PHP;Bootstrap| jQuery| Symfony;MySQL;Ninguna de las anteriores;Visual Studio Code;2001-5000;;Producto basado en Software;7;4;Capacitaciones y/o cursos| Clases de idiomas| Comidas pagas / subvencionadas| Horarios flexibles;Universitario;Incompleto;tecnicatura en desarrollo de paginas web;UNLaM - Universidad Nacional de La Matanza;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;No;;;;;;;;;;;;25;Mujer Cis
GBA;Full-Time;150000;127000;;;3;3;No;No recibo bono;Tres;29;6;BI Analyst / Data Analyst;4;0;0;0;Ninguna de las anteriores;SQL;Ninguno de los anteriores;MySQL;Ninguna de las anteriores;Ninguno de los anteriores;201-500;;Otras industrias;10;10;Abono de Internet| Comidas pagas / subvencionadas| Horarios flexibles;Posgrado;Completado;Comunicacion social| si comunicación social;UCES - Universidad de Ciencias Empresariales y Sociales;Sí| de forma particular;No;No;No;0;Porcentaje de mi sueldo;En un trabajo anterior;;;3;0;0;Vivo solo/a;Sí;No;4;Cambié de trabajo| pero no por la pandemia;10;No la afectó;Almuerzo o delivery de snacks/bebidas (saludables o para after office)| Compra de accesorios (escritorio| monitor| teclado| mouse| etc)| Pago de abono de Internet;35;Mujer Cis
GBA;Full-Time;210000;150000;;;3;3;No;No recibo bono;Uno;21;4;Developer;13;8;2;0;Windows Server;.NET| C#| SQL;.NET Core| .net Framework 3.5 en adelante;Oracle;NUnit| Postman| SoapUI;Visual Studio;5001-10000;;Servicios / Consultoría de Software / Digital;7;0;Capacitaciones y/o cursos| Clases de idiomas| Vacaciones flexibles (adicionales a las reglamentarias);;;;;;;;;;;;;;;;;;;;;;;;;34;Varón Cis
